Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
106,tt0785284,2020-08-02,2020-08-02,,"Doctor Who: Bell of Doom","Doctor Who: Bell of Doom",https://www.imdb.com/title/tt0785284/,TV Episode,7.5,25,1966,"Adventure, Drama, Family, Sci-Fi",389,1966-02-26,"Paddy Russell",,
107,tt0562890,2020-08-02,2020-08-02,,"Doctor Who: The Steel Sky","Doctor Who: The Steel Sky",https://www.imdb.com/title/tt0562890/,TV Episode,7.1,24,1966,"Adventure, Drama, Family, Sci-Fi",650,1966-03-05,"Michael Imison",,
108,tt0785306,2020-08-02,2020-08-02,,"Doctor Who: The Plague","Doctor Who: The Plague",https://www.imdb.com/title/tt0785306/,TV Episode,7.1,25,1966,"Adventure, Drama, Family, Sci-Fi",609,1966-03-12,"Michael Imison",,
109,tt0785307,2020-08-02,2020-08-02,,"Doctor Who: The Return","Doctor Who: The Return",https://www.imdb.com/title/tt0785307/,TV Episode,7.0,25,1966,"Adventure, Drama, Family, Sci-Fi",601,1966-03-19,"Michael Imison",,
110,tt0785299,2020-08-02,2020-08-02,,"Doctor Who: The Bomb","Doctor Who: The Bomb",https://www.imdb.com/title/tt0785299/,TV Episode,6.8,25,1966,"Adventure, Drama, Family, Sci-Fi",597,1966-03-26,"Michael Imison",,
111,tt0562897,2020-08-02,2020-08-02,,"Doctor Who: The Celestial Toyroom","Doctor Who: The Celestial Toyroom",https://www.imdb.com/title/tt0562897/,TV Episode,6.7,25,1966,"Adventure, Drama, Family, Sci-Fi",496,1966-04-02,"Bill Sellars",,
112,tt0785304,2020-08-02,2020-08-02,,"Doctor Who: The Hall of Dolls","Doctor Who: The Hall of Dolls",https://www.imdb.com/title/tt0785304/,TV Episode,6.4,25,1966,"Adventure, Drama, Family, Sci-Fi",453,1966-04-09,"Bill Sellars",,
113,tt0785300,2020-08-02,2020-08-02,,"Doctor Who: The Dancing Floor","Doctor Who: The Dancing Floor",https://www.imdb.com/title/tt0785300/,TV Episode,6.1,24,1966,"Adventure, Drama, Family, Sci-Fi",451,1966-04-16,"Bill Sellars",,
114,tt0785303,2020-08-02,2020-08-02,,"Doctor Who: The Final Test","Doctor Who: The Final Test",https://www.imdb.com/title/tt0785303/,TV Episode,6.7,24,1966,"Adventure, Drama, Family, Sci-Fi",527,1966-04-23,"Bill Sellars",,
115,tt0562916,2020-08-02,2020-08-02,,"Doctor Who: A Holiday for the Doctor","Doctor Who: A Holiday for the Doctor",https://www.imdb.com/title/tt0562916/,TV Episode,6.4,24,1966,"Adventure, Drama, Family, Sci-Fi",659,1966-04-30,"Rex Tucker",,
116,tt0785291,2020-08-02,2020-08-02,,"Doctor Who: Don't Shoot the Pianist","Doctor Who: Don't Shoot the Pianist",https://www.imdb.com/title/tt0785291/,TV Episode,6.2,24,1966,"Adventure, Drama, Family, Sci-Fi",611,1966-05-07,"Rex Tucker",,
117,tt0785295,2020-08-02,2020-08-02,,"Doctor Who: Johnny Ringo","Doctor Who: Johnny Ringo",https://www.imdb.com/title/tt0785295/,TV Episode,6.0,25,1966,"Adventure, Drama, Family, Sci-Fi",613,1966-05-14,"Rex Tucker",,
118,tt0785305,2020-08-02,2020-08-02,,"Doctor Who: The O.K. Corral","Doctor Who: The O.K. Corral",https://www.imdb.com/title/tt0785305/,TV Episode,6.2,24,1966,"Adventure, Drama, Family, Sci-Fi",605,1966-05-21,"Rex Tucker",,
119,tt0562949,2020-08-02,2020-08-02,,"Doctor Who: The Savages: Episode 1","Doctor Who: The Savages: Episode 1",https://www.imdb.com/title/tt0562949/,TV Episode,6.7,25,1966,"Adventure, Drama, Family, Sci-Fi",405,1966-05-28,"Christopher Barry",,
120,tt0807265,2020-08-02,2020-08-02,,"Doctor Who: The Savages: Episode 2","Doctor Who: The Savages: Episode 2",https://www.imdb.com/title/tt0807265/,TV Episode,6.7,25,1966,"Adventure, Drama, Family, Sci-Fi",386,1966-06-04,"Christopher Barry",,
121,tt0807266,2020-08-02,2020-08-02,,"Doctor Who: The Savages: Episode 3","Doctor Who: The Savages: Episode 3",https://www.imdb.com/title/tt0807266/,TV Episode,6.7,26,1966,"Adventure, Drama, Family, Sci-Fi",387,1966-06-11,"Christopher Barry",,
122,tt0807267,2020-08-02,2020-08-02,,"Doctor Who: The Savages: Episode 4","Doctor Who: The Savages: Episode 4",https://www.imdb.com/title/tt0807267/,TV Episode,6.9,25,1966,"Adventure, Drama, Family, Sci-Fi",393,1966-06-18,"Christopher Barry",,
123,tt0562974,2020-08-02,2020-08-02,,"Doctor Who: The War Machines: Episode 1","Doctor Who: The War Machines: Episode 1",https://www.imdb.com/title/tt0562974/,TV Episode,7.4,24,1966,"Adventure, Drama, Family, Sci-Fi",725,1966-06-25,"Michael Ferguson",,
124,tt0807268,2020-08-02,2020-08-02,,"Doctor Who: The War Machines: Episode 2","Doctor Who: The War Machines: Episode 2",https://www.imdb.com/title/tt0807268/,TV Episode,7.2,24,1966,"Adventure, Drama, Family, Sci-Fi",660,1966-07-02,"Michael Ferguson",,
125,tt0807269,2020-08-02,2020-08-02,,"Doctor Who: The War Machines: Episode 3","Doctor Who: The War Machines: Episode 3",https://www.imdb.com/title/tt0807269/,TV Episode,7.2,24,1966,"Adventure, Drama, Family, Sci-Fi",655,1966-07-09,"Michael Ferguson",,
126,tt0807270,2020-08-02,2020-08-02,,"Doctor Who: The War Machines: Episode 4","Doctor Who: The War Machines: Episode 4",https://www.imdb.com/title/tt0807270/,TV Episode,7.2,23,1966,"Adventure, Drama, Family, Sci-Fi",653,1966-07-16,"Michael Ferguson",,
127,tt0562955,2020-08-02,2020-08-02,,"Doctor Who: The Smugglers: Episode 1","Doctor Who: The Smugglers: Episode 1",https://www.imdb.com/title/tt0562955/,TV Episode,6.2,25,1966,"Adventure, Drama, Family, Sci-Fi",387,1966-09-10,"Julia Smith",,
128,tt0810587,2020-08-02,2020-08-02,,"Doctor Who: The Smugglers: Episode 2","Doctor Who: The Smugglers: Episode 2",https://www.imdb.com/title/tt0810587/,TV Episode,5.9,25,1966,"Adventure, Drama, Family, Sci-Fi",366,1966-09-17,"Julia Smith",,
129,tt0810588,2020-08-02,2020-08-02,,"Doctor Who: The Smugglers: Episode 3","Doctor Who: The Smugglers: Episode 3",https://www.imdb.com/title/tt0810588/,TV Episode,6.0,25,1966,"Adventure, Drama, Family, Sci-Fi",364,1966-09-24,"Julia Smith",,
130,tt0810589,2020-08-02,2020-08-02,,"Doctor Who: The Smugglers: Episode 4","Doctor Who: The Smugglers: Episode 4",https://www.imdb.com/title/tt0810589/,TV Episode,6.0,24,1966,"Adventure, Drama, Family, Sci-Fi",368,1966-10-01,"Julia Smith",,
131,tt0562962,2020-08-02,2020-08-02,,"Doctor Who: The Tenth Planet: Episode 1","Doctor Who: The Tenth Planet: Episode 1",https://www.imdb.com/title/tt0562962/,TV Episode,7.7,23,1966,"Adventure, Drama, Family, Sci-Fi",730,1966-10-08,"Derek Martinus",,
132,tt0810590,2020-08-02,2020-08-02,,"Doctor Who: The Tenth Planet: Episode 2","Doctor Who: The Tenth Planet: Episode 2",https://www.imdb.com/title/tt0810590/,TV Episode,7.7,23,1966,"Adventure, Drama, Family, Sci-Fi",657,1966-10-15,"Derek Martinus",,
133,tt0810591,2020-08-02,2020-08-02,,"Doctor Who: The Tenth Planet: Episode 3","Doctor Who: The Tenth Planet: Episode 3",https://www.imdb.com/title/tt0810591/,TV Episode,7.4,24,1966,"Adventure, Drama, Family, Sci-Fi",647,1966-10-22,"Derek Martinus",,
134,tt0810592,2020-08-02,2020-08-02,,"Doctor Who: The Tenth Planet: Episode 4","Doctor Who: The Tenth Planet: Episode 4",https://www.imdb.com/title/tt0810592/,TV Episode,8.1,24,1966,"Adventure, Drama, Family, Sci-Fi",684,1966-10-29,"Derek Martinus",,
135,tt0562943,2020-08-02,2020-08-02,,"Doctor Who: The Power of the Daleks: Episode One","Doctor Who: The Power of the Daleks: Episode One",https://www.imdb.com/title/tt0562943/,TV Episode,8.1,26,1966,"Adventure, Drama, Family, Sci-Fi",724,1966-11-05,"Christopher Barry",,
136,tt0810582,2020-08-02,2020-08-02,,"Doctor Who: The Power of the Daleks: Episode Two","Doctor Who: The Power of the Daleks: Episode Two",https://www.imdb.com/title/tt0810582/,TV Episode,8.1,24,1966,"Adventure, Drama, Family, Sci-Fi",650,1966-11-12,"Christopher Barry",,
137,tt0810583,2020-08-02,2020-08-02,,"Doctor Who: The Power of the Daleks: Episode Three","Doctor Who: The Power of the Daleks: Episode Three",https://www.imdb.com/title/tt0810583/,TV Episode,8.0,24,1966,"Adventure, Drama, Family, Sci-Fi",645,1966-11-19,"Christopher Barry",,
138,tt0810584,2020-08-02,2020-08-02,,"Doctor Who: The Power of the Daleks: Episode Four","Doctor Who: The Power of the Daleks: Episode Four",https://www.imdb.com/title/tt0810584/,TV Episode,8.1,24,1966,"Adventure, Drama, Family, Sci-Fi",639,1966-11-26,"Christopher Barry",,
139,tt0810585,2020-08-02,2020-08-02,,"Doctor Who: The Power of the Daleks: Episode Five","Doctor Who: The Power of the Daleks: Episode Five",https://www.imdb.com/title/tt0810585/,TV Episode,8.0,24,1966,"Adventure, Drama, Family, Sci-Fi",632,1966-12-03,"Christopher Barry",,
140,tt0810586,2020-08-02,2020-08-02,,"Doctor Who: The Power of the Daleks: Episode Six","Doctor Who: The Power of the Daleks: Episode Six",https://www.imdb.com/title/tt0810586/,TV Episode,8.2,24,1966,"Adventure, Drama, Family, Sci-Fi",652,1966-12-10,"Christopher Barry",,
141,tt0562919,2020-08-02,2020-08-02,,"Doctor Who: The Highlanders: Episode 1","Doctor Who: The Highlanders: Episode 1",https://www.imdb.com/title/tt0562919/,TV Episode,6.4,25,1966,"Adventure, Drama, Family, Sci-Fi",388,1966-12-17,"Hugh David",,
142,tt0810573,2020-08-02,2020-08-02,,"Doctor Who: The Highlanders: Episode 2","Doctor Who: The Highlanders: Episode 2",https://www.imdb.com/title/tt0810573/,TV Episode,6.3,24,1966,"Adventure, Drama, Family, Sci-Fi",366,1966-12-24,"Hugh David",,
143,tt0810574,2020-08-02,2020-08-02,,"Doctor Who: The Highlanders: Episode 3","Doctor Who: The Highlanders: Episode 3",https://www.imdb.com/title/tt0810574/,TV Episode,6.3,23,1966,"Adventure, Drama, Family, Sci-Fi",363,1966-12-31,"Hugh David",,
144,tt0810575,2020-08-02,2020-08-02,,"Doctor Who: The Highlanders: Episode 4","Doctor Who: The Highlanders: Episode 4",https://www.imdb.com/title/tt0810575/,TV Episode,6.4,24,1967,"Adventure, Drama, Family, Sci-Fi",367,1967-01-07,"Hugh David",,
145,tt0562971,2020-08-02,2020-08-02,,"Doctor Who: The Underwater Menace: Episode 1","Doctor Who: The Underwater Menace: Episode 1",https://www.imdb.com/title/tt0562971/,TV Episode,6.0,24,1967,"Adventure, Drama, Family, Sci-Fi",516,1967-01-14,"Julia Smith",,
146,tt0810593,2020-08-02,2020-08-02,,"Doctor Who: The Underwater Menace: Episode 2","Doctor Who: The Underwater Menace: Episode 2",https://www.imdb.com/title/tt0810593/,TV Episode,6.1,25,1967,"Adventure, Drama, Family, Sci-Fi",504,1967-01-21,"Julia Smith",,
147,tt0810594,2020-08-02,2020-08-02,,"Doctor Who: The Underwater Menace: Episode 3","Doctor Who: The Underwater Menace: Episode 3",https://www.imdb.com/title/tt0810594/,TV Episode,6.0,24,1967,"Adventure, Drama, Family, Sci-Fi",516,1967-01-28,"Julia Smith",,
148,tt0810595,2020-08-02,2020-08-02,,"Doctor Who: The Underwater Menace: Episode 4","Doctor Who: The Underwater Menace: Episode 4",https://www.imdb.com/title/tt0810595/,TV Episode,5.8,23,1967,"Adventure, Drama, Family, Sci-Fi",483,1967-02-04,"Julia Smith",,
149,tt0562937,2020-08-02,2020-08-02,,"Doctor Who: The Moonbase: Episode 1","Doctor Who: The Moonbase: Episode 1",https://www.imdb.com/title/tt0562937/,TV Episode,7.3,24,1967,"Adventure, Drama, Family, Sci-Fi",596,1967-02-11,"Morris Barry",,
150,tt0810579,2020-08-02,2020-08-02,,"Doctor Who: The Moonbase: Episode 2","Doctor Who: The Moonbase: Episode 2",https://www.imdb.com/title/tt0810579/,TV Episode,7.4,25,1967,"Adventure, Drama, Family, Sci-Fi",564,1967-02-18,"Morris Barry",,
151,tt0810580,2020-08-02,2020-08-02,,"Doctor Who: The Moonbase: Episode 3","Doctor Who: The Moonbase: Episode 3",https://www.imdb.com/title/tt0810580/,TV Episode,7.3,26,1967,"Adventure, Drama, Family, Sci-Fi",543,1967-02-25,"Morris Barry",,
152,tt0810581,2020-08-02,2020-08-02,,"Doctor Who: The Moonbase: Episode 4","Doctor Who: The Moonbase: Episode 4",https://www.imdb.com/title/tt0810581/,TV Episode,7.4,23,1967,"Adventure, Drama, Family, Sci-Fi",558,1967-03-04,"Morris Barry",,
153,tt0562930,2020-08-02,2020-08-02,,"Doctor Who: The Macra Terror: Episode 1","Doctor Who: The Macra Terror: Episode 1",https://www.imdb.com/title/tt0562930/,TV Episode,7.2,24,1967,"Adventure, Drama, Family, Sci-Fi",533,1967-03-11,"John Davies",,
154,tt0810576,2020-08-02,2020-08-02,,"Doctor Who: The Macra Terror: Episode 2","Doctor Who: The Macra Terror: Episode 2",https://www.imdb.com/title/tt0810576/,TV Episode,7.3,24,1967,"Adventure, Drama, Family, Sci-Fi",494,1967-03-18,"John Davies",,
155,tt0810577,2020-08-02,2020-08-02,,"Doctor Who: The Macra Terror: Episode 3","Doctor Who: The Macra Terror: Episode 3",https://www.imdb.com/title/tt0810577/,TV Episode,7.1,23,1967,"Adventure, Drama, Family, Sci-Fi",486,1967-03-25,"John Davies",,
156,tt0810578,2020-08-02,2020-08-02,,"Doctor Who: The Macra Terror: Episode 4","Doctor Who: The Macra Terror: Episode 4",https://www.imdb.com/title/tt0810578/,TV Episode,7.1,24,1967,"Adventure, Drama, Family, Sci-Fi",490,1967-04-01,"John Davies",,
157,tt0562913,2020-08-02,2020-08-02,,"Doctor Who: The Faceless Ones: Episode 1","Doctor Who: The Faceless Ones: Episode 1",https://www.imdb.com/title/tt0562913/,TV Episode,7.5,24,1967,"Adventure, Drama, Family, Sci-Fi",549,1967-04-08,"Gerry Mill",,
158,tt0810568,2020-08-02,2020-08-02,,"Doctor Who: The Faceless Ones: Episode 2","Doctor Who: The Faceless Ones: Episode 2",https://www.imdb.com/title/tt0810568/,TV Episode,7.3,26,1967,"Adventure, Drama, Family, Sci-Fi",474,1967-04-15,"Gerry Mill",,
159,tt0810569,2020-08-02,2020-08-02,,"Doctor Who: The Faceless Ones: Episode 3","Doctor Who: The Faceless Ones: Episode 3",https://www.imdb.com/title/tt0810569/,TV Episode,7.5,23,1967,"Adventure, Drama, Family, Sci-Fi",500,1967-04-22,"Gerry Mill",,
160,tt0810570,2020-08-02,2020-08-02,,"Doctor Who: The Faceless Ones: Episode 4","Doctor Who: The Faceless Ones: Episode 4",https://www.imdb.com/title/tt0810570/,TV Episode,7.3,25,1967,"Adventure, Drama, Family, Sci-Fi",467,1967-04-29,"Gerry Mill",,
161,tt0810571,2020-08-02,2020-08-02,,"Doctor Who: The Faceless Ones: Episode 5","Doctor Who: The Faceless Ones: Episode 5",https://www.imdb.com/title/tt0810571/,TV Episode,7.4,24,1967,"Adventure, Drama, Family, Sci-Fi",462,1967-05-06,"Gerry Mill",,
162,tt0810572,2020-08-02,2020-08-02,,"Doctor Who: The Faceless Ones: Episode 6","Doctor Who: The Faceless Ones: Episode 6",https://www.imdb.com/title/tt0810572/,TV Episode,7.4,24,1967,"Adventure, Drama, Family, Sci-Fi",467,1967-05-13,"Gerry Mill",,
163,tt0562911,2020-08-02,2020-08-02,,"Doctor Who: The Evil of the Daleks: Episode 1","Doctor Who: The Evil of the Daleks: Episode 1",https://www.imdb.com/title/tt0562911/,TV Episode,7.8,24,1967,"Adventure, Drama, Family, Sci-Fi",519,1967-05-20,"Derek Martinus",,
164,tt0810562,2020-08-02,2020-08-02,,"Doctor Who: The Evil of the Daleks: Episode 2","Doctor Who: The Evil of the Daleks: Episode 2",https://www.imdb.com/title/tt0810562/,TV Episode,8.1,25,1967,"Adventure, Drama, Family, Sci-Fi",512,1967-05-27,"Derek Martinus",,
165,tt0810563,2020-08-02,2020-08-02,,"Doctor Who: The Evil of the Daleks: Episode 3","Doctor Who: The Evil of the Daleks: Episode 3",https://www.imdb.com/title/tt0810563/,TV Episode,7.6,25,1967,"Adventure, Drama, Family, Sci-Fi",478,1967-06-03,"Derek Martinus",,
166,tt0810564,2020-08-02,2020-08-02,,"Doctor Who: The Evil of the Daleks: Episode 4","Doctor Who: The Evil of the Daleks: Episode 4",https://www.imdb.com/title/tt0810564/,TV Episode,7.6,25,1967,"Adventure, Drama, Family, Sci-Fi",472,1967-06-10,"Derek Martinus",,
167,tt0810565,2020-08-02,2020-08-02,,"Doctor Who: The Evil of the Daleks: Episode 5","Doctor Who: The Evil of the Daleks: Episode 5",https://www.imdb.com/title/tt0810565/,TV Episode,7.7,25,1967,"Adventure, Drama, Family, Sci-Fi",472,1967-06-17,"Derek Martinus",,
168,tt0810566,2020-08-02,2020-08-02,,"Doctor Who: The Evil of the Daleks: Episode 6","Doctor Who: The Evil of the Daleks: Episode 6",https://www.imdb.com/title/tt0810566/,TV Episode,8.1,25,1967,"Adventure, Drama, Family, Sci-Fi",478,1967-06-24,"Derek Martinus",,
169,tt0810567,2020-08-02,2020-08-02,,"Doctor Who: The Evil of the Daleks: Episode 7","Doctor Who: The Evil of the Daleks: Episode 7",https://www.imdb.com/title/tt0810567/,TV Episode,8.4,25,1967,"Adventure, Drama, Family, Sci-Fi",501,1967-07-01,"Derek Martinus, Timothy Combe",,
170,tt0562967,2020-08-02,2020-08-02,,"Doctor Who: The Tomb of the Cybermen: Episode 1","Doctor Who: The Tomb of the Cybermen: Episode 1",https://www.imdb.com/title/tt0562967/,TV Episode,8.2,24,1967,"Adventure, Drama, Family, Sci-Fi",1001,1967-09-02,"Morris Barry",,
171,tt0811466,2020-08-02,2020-08-02,,"Doctor Who: The Tomb of the Cybermen: Episode 2","Doctor Who: The Tomb of the Cybermen: Episode 2",https://www.imdb.com/title/tt0811466/,TV Episode,8.2,25,1967,"Adventure, Drama, Family, Sci-Fi",862,1967-09-09,"Morris Barry",,
172,tt0811467,2020-08-02,2020-08-02,,"Doctor Who: The Tomb of the Cybermen: Episode 3","Doctor Who: The Tomb of the Cybermen: Episode 3",https://www.imdb.com/title/tt0811467/,TV Episode,8.1,24,1967,"Adventure, Drama, Family, Sci-Fi",851,1967-09-16,"Morris Barry",,
173,tt0811468,2020-08-02,2020-08-02,,"Doctor Who: The Tomb of the Cybermen: Episode 4","Doctor Who: The Tomb of the Cybermen: Episode 4",https://www.imdb.com/title/tt0811468/,TV Episode,8.2,24,1967,"Adventure, Drama, Family, Sci-Fi",849,1967-09-23,"Morris Barry",,
174,tt0562886,2020-08-02,2020-08-02,,"Doctor Who: The Abominable Snowmen: Episode One","Doctor Who: The Abominable Snowmen: Episode One",https://www.imdb.com/title/tt0562886/,TV Episode,7.1,23,1967,"Adventure, Drama, Family, Sci-Fi",470,1967-09-30,"Gerald Blake",,
175,tt0811447,2020-08-02,2020-08-02,,"Doctor Who: The Abominable Snowmen: Episode Two","Doctor Who: The Abominable Snowmen: Episode Two",https://www.imdb.com/title/tt0811447/,TV Episode,7.5,23,1967,"Adventure, Drama, Family, Sci-Fi",472,1967-10-07,"Gerald Blake",,
176,tt0811448,2020-08-02,2020-08-02,,"Doctor Who: The Abominable Snowmen: Episode Three","Doctor Who: The Abominable Snowmen: Episode Three",https://www.imdb.com/title/tt0811448/,TV Episode,7.1,24,1967,"Adventure, Drama, Family, Sci-Fi",428,1967-10-14,"Gerald Blake",,
177,tt0811449,2020-08-02,2020-08-02,,"Doctor Who: The Abominable Snowmen: Episode Four","Doctor Who: The Abominable Snowmen: Episode Four",https://www.imdb.com/title/tt0811449/,TV Episode,7.1,24,1967,"Adventure, Drama, Family, Sci-Fi",423,1967-10-21,"Gerald Blake",,
178,tt0811450,2020-08-02,2020-08-02,,"Doctor Who: The Abominable Snowmen: Episode Five","Doctor Who: The Abominable Snowmen: Episode Five",https://www.imdb.com/title/tt0811450/,TV Episode,7.3,24,1967,"Adventure, Drama, Family, Sci-Fi",426,1967-10-28,"Gerald Blake",,
179,tt0811451,2020-08-02,2020-08-02,,"Doctor Who: The Abominable Snowmen: Episode Six","Doctor Who: The Abominable Snowmen: Episode Six",https://www.imdb.com/title/tt0811451/,TV Episode,7.4,24,1967,"Adventure, Drama, Family, Sci-Fi",430,1967-11-04,"Gerald Blake",,
180,tt0562921,2020-08-02,2020-08-02,,"Doctor Who: The Ice Warriors: Episode One","Doctor Who: The Ice Warriors: Episode One",https://www.imdb.com/title/tt0562921/,TV Episode,7.3,24,1967,"Adventure, Drama, Family, Sci-Fi",565,1967-11-11,"Chris Chatterton, Derek Martinus",,
181,tt0811305,2020-08-02,2020-08-02,,"Doctor Who: The Ice Warriors: Episode Two","Doctor Who: The Ice Warriors: Episode Two",https://www.imdb.com/title/tt0811305/,TV Episode,7.2,24,1967,"Adventure, Drama, Family, Sci-Fi",504,1967-11-18,"Derek Martinus",,
182,tt0811306,2020-08-02,2020-08-02,,"Doctor Who: The Ice Warriors: Episode Three","Doctor Who: The Ice Warriors: Episode Three",https://www.imdb.com/title/tt0811306/,TV Episode,7.1,24,1967,"Adventure, Drama, Family, Sci-Fi",496,1967-11-25,"Derek Martinus",,
183,tt0811307,2020-08-02,2020-08-02,,"Doctor Who: The Ice Warriors: Episode Four","Doctor Who: The Ice Warriors: Episode Four",https://www.imdb.com/title/tt0811307/,TV Episode,7.2,24,1967,"Adventure, Drama, Family, Sci-Fi",506,1967-12-02,"Derek Martinus",,
184,tt0811308,2020-08-02,2020-08-02,,"Doctor Who: The Ice Warriors: Episode Five","Doctor Who: The Ice Warriors: Episode Five",https://www.imdb.com/title/tt0811308/,TV Episode,7.3,24,1967,"Adventure, Drama, Family, Sci-Fi",504,1967-12-09,"Derek Martinus",,
185,tt0811309,2020-08-02,2020-08-02,,"Doctor Who: The Ice Warriors: Episode Six","Doctor Who: The Ice Warriors: Episode Six",https://www.imdb.com/title/tt0811309/,TV Episode,7.3,24,1967,"Adventure, Drama, Family, Sci-Fi",500,1967-12-16,"Derek Martinus",,
186,tt0562910,2020-08-02,2020-08-02,,"Doctor Who: The Enemy of the World: Episode 1","Doctor Who: The Enemy of the World: Episode 1",https://www.imdb.com/title/tt0562910/,TV Episode,7.9,24,1967,"Adventure, Drama, Family, Sci-Fi",681,1967-12-23,"Barry Letts",,
187,tt0811295,2020-08-02,2020-08-02,,"Doctor Who: The Enemy of the World: Episode 2","Doctor Who: The Enemy of the World: Episode 2",https://www.imdb.com/title/tt0811295/,TV Episode,7.6,24,1967,"Adventure, Drama, Family, Sci-Fi",617,1967-12-30,"Barry Letts",,
188,tt0811296,2020-08-02,2020-08-02,,"Doctor Who: The Enemy of the World: Episode 3","Doctor Who: The Enemy of the World: Episode 3",https://www.imdb.com/title/tt0811296/,TV Episode,7.5,23,1968,"Adventure, Drama, Family, Sci-Fi",626,1968-01-06,"Barry Letts",,
189,tt0811297,2020-08-02,2020-08-02,,"Doctor Who: The Enemy of the World: Episode 4","Doctor Who: The Enemy of the World: Episode 4",https://www.imdb.com/title/tt0811297/,TV Episode,7.7,24,1968,"Adventure, Drama, Family, Sci-Fi",599,1968-01-13,"Barry Letts",,
190,tt0811298,2020-08-02,2020-08-02,,"Doctor Who: The Enemy of the World: Episode 5","Doctor Who: The Enemy of the World: Episode 5",https://www.imdb.com/title/tt0811298/,TV Episode,7.8,24,1968,"Adventure, Drama, Family, Sci-Fi",599,1968-01-20,"Barry Letts",,
191,tt0811299,2020-08-02,2020-08-02,,"Doctor Who: The Enemy of the World: Episode 6","Doctor Who: The Enemy of the World: Episode 6",https://www.imdb.com/title/tt0811299/,TV Episode,8.1,22,1968,"Adventure, Drama, Family, Sci-Fi",618,1968-01-27,"Barry Letts",,
192,tt0562976,2020-08-02,2020-08-02,,"Doctor Who: The Web of Fear: Episode 1","Doctor Who: The Web of Fear: Episode 1",https://www.imdb.com/title/tt0562976/,TV Episode,8.1,25,1968,"Adventure, Drama, Family, Sci-Fi",686,1968-02-03,"Douglas Camfield",,
193,tt0811365,2020-08-02,2020-08-02,,"Doctor Who: The Web of Fear: Episode 2","Doctor Who: The Web of Fear: Episode 2",https://www.imdb.com/title/tt0811365/,TV Episode,7.9,25,1968,"Adventure, Drama, Family, Sci-Fi",591,1968-02-10,"Douglas Camfield",,
194,tt0811366,2020-08-02,2020-08-02,,"Doctor Who: The Web of Fear: Episode 3","Doctor Who: The Web of Fear: Episode 3",https://www.imdb.com/title/tt0811366/,TV Episode,7.8,24,1968,"Adventure, Drama, Family, Sci-Fi",570,1968-02-17,"Douglas Camfield",,
195,tt0811367,2020-08-02,2020-08-02,,"Doctor Who: The Web of Fear: Episode 4","Doctor Who: The Web of Fear: Episode 4",https://www.imdb.com/title/tt0811367/,TV Episode,8.1,25,1968,"Adventure, Drama, Family, Sci-Fi",583,1968-02-24,"Douglas Camfield",,
196,tt0811368,2020-08-02,2020-08-02,,"Doctor Who: The Web of Fear: Episode 5","Doctor Who: The Web of Fear: Episode 5",https://www.imdb.com/title/tt0811368/,TV Episode,7.9,24,1968,"Adventure, Drama, Family, Sci-Fi",579,1968-03-02,"Douglas Camfield",,
197,tt0811369,2020-08-02,2020-08-02,,"Doctor Who: The Web of Fear: Episode 6","Doctor Who: The Web of Fear: Episode 6",https://www.imdb.com/title/tt0811369/,TV Episode,8.1,25,1968,"Adventure, Drama, Family, Sci-Fi",581,1968-03-09,"Douglas Camfield",,
198,tt0562848,2020-08-02,2020-08-02,,"Doctor Who: Fury from the Deep: Episode 1","Doctor Who: Fury from the Deep: Episode 1",https://www.imdb.com/title/tt0562848/,TV Episode,7.5,25,1968,"Adventure, Drama, Family, Sci-Fi",465,1968-03-16,"Hugh David",,
199,tt0811242,2020-08-02,2020-08-02,,"Doctor Who: Fury from the Deep: Episode 2","Doctor Who: Fury from the Deep: Episode 2",https://www.imdb.com/title/tt0811242/,TV Episode,7.5,23,1968,"Adventure, Drama, Family, Sci-Fi",442,1968-03-23,"Hugh David",,
200,tt0811243,2020-08-02,2020-08-02,,"Doctor Who: Fury from the Deep: Episode 3","Doctor Who: Fury from the Deep: Episode 3",https://www.imdb.com/title/tt0811243/,TV Episode,7.6,21,1968,"Adventure, Drama, Family, Sci-Fi",440,1968-03-30,"Hugh David",,
201,tt0811244,2020-08-02,2020-08-02,,"Doctor Who: Fury from the Deep: Episode 4","Doctor Who: Fury from the Deep: Episode 4",https://www.imdb.com/title/tt0811244/,TV Episode,7.5,24,1968,"Adventure, Drama, Family, Sci-Fi",432,1968-04-06,"Hugh David",,
202,tt0811245,2020-08-02,2020-08-02,,"Doctor Who: Fury from the Deep: Episode 5","Doctor Who: Fury from the Deep: Episode 5",https://www.imdb.com/title/tt0811245/,TV Episode,7.6,24,1968,"Adventure, Drama, Family, Sci-Fi",432,1968-04-13,"Hugh David",,
203,tt0811246,2020-08-02,2020-08-02,,"Doctor Who: Fury from the Deep: Episode 6","Doctor Who: Fury from the Deep: Episode 6",https://www.imdb.com/title/tt0811246/,TV Episode,7.8,25,1968,"Adventure, Drama, Family, Sci-Fi",443,1968-04-20,"Hugh David",,
